id,datenstand,resolution
2562_1104,"2020","25"
2562_1105,"2020","25"
2562_1106,"2020","25"
2562_1107,"2020","25"
2562_1108,"2020","25"
2562_1109,"2020","25"
2562_1110,"2020","25"
2562_1111,"2020","25"
2562_1112,"2020","25"
2562_1113,"2020","25"
2562_1114,"2020","25"
2562_1115,"2020","25"
2562_1117,"2020","25"
2563_1097,"2020","25"
2563_1098,"2020","25"
2563_1099,"2020","25"
2563_1104,"2020","25"
2563_1105,"2020","25"
2563_1106,"2020","25"
2563_1107,"2020","25"
2563_1108,"2020","25"
2563_1109,"2020","25"
2563_1110,"2020","25"
2563_1111,"2020","25"
2563_1112,"2020","25"
2563_1113,"2020","25"
2563_1114,"2020","25"
2563_1115,"2020","25"
2564_1094,"2020","25"
2564_1095,"2020","25"
2564_1096,"2020","25"
2564_1097,"2020","25"
2564_1098,"2020","25"
2564_1099,"2020","25"
2564_1105,"2020","25"
2564_1106,"2020","25"
2564_1107,"2020","25"
2564_1108,"2020","25"
2564_1109,"2020","25"
2564_1110,"2020","25"
2564_1111,"2020","25"
2564_1112,"2020","25"
2564_1114,"2020","25"
2564_1115,"2020","25"
2565_1094,"2020","25"
2565_1095,"2020","25"
2565_1096,"2020","25"
2565_1097,"2020","25"
2565_1107,"2020","25"
2565_1108,"2020","25"
2565_1109,"2020","25"
2565_1110,"2020","25"
2565_1111,"2020","25"
2566_1090,"2020","25"
2566_1091,"2020","25"
2566_1092,"2020","25"
2566_1093,"2020","25"
2566_1094,"2020","25"
2566_1095,"2020","25"
2566_1096,"2020","25"
2566_1097,"2020","25"
2566_1098,"2020","25"
2566_1099,"2020","25"
2566_1100,"2020","25"
2566_1101,"2020","25"
2566_1102,"2020","25"
2566_1103,"2020","25"
2566_1108,"2020","25"
2566_1109,"2020","25"
2566_1110,"2020","25"
2566_1111,"2020","25"
2566_1134,"2020","25"
2566_1135,"2020","25"
2566_1136,"2020","25"
2567_1089,"2020","25"
2567_1090,"2020","25"
2567_1091,"2020","25"
2567_1092,"2020","25"
2567_1093,"2020","25"
2567_1094,"2020","25"
2567_1095,"2020","25"
2567_1096,"2020","25"
2567_1097,"2020","25"
2567_1098,"2020","25"
2567_1099,"2020","25"
2567_1100,"2020","25"
2567_1135,"2020","25"
2567_1136,"2020","25"
2568_1086,"2020","25"
2568_1087,"2020","25"
2568_1088,"2020","25"
2568_1089,"2020","25"
2568_1090,"2020","25"
2568_1091,"2020","25"
2568_1092,"2020","25"
2568_1093,"2020","25"
2568_1094,"2020","25"
2568_1095,"2020","25"
2568_1096,"2020","25"
2568_1097,"2020","25"
2568_1098,"2020","25"
2568_1099,"2020","25"
2568_1100,"2020","25"
2568_1136,"2020","25"
2568_1137,"2020","25"
2569_1085,"2020","25"
2569_1086,"2020","25"
2569_1087,"2020","25"
2569_1088,"2020","25"
2569_1089,"2020","25"
2569_1090,"2020","25"
2569_1091,"2020","25"
2569_1092,"2020","25"
2569_1093,"2020","25"
2569_1094,"2020","25"
2569_1095,"2020","25"
2569_1096,"2020","25"
2569_1097,"2020","25"
2569_1098,"2020","25"
2569_1099,"2020","25"
2569_1100,"2020","25"
2570_1083,"2020","25"
2570_1084,"2020","25"
2570_1085,"2020","25"
2570_1086,"2020","25"
2570_1087,"2020","25"
2570_1088,"2020","25"
2570_1089,"2020","25"
2570_1090,"2020","25"
2570_1091,"2020","25"
2570_1092,"2020","25"
2570_1093,"2020","25"
2570_1094,"2020","25"
2570_1095,"2020","25"
2570_1096,"2020","25"
2570_1097,"2020","25"
2570_1098,"2020","25"
2570_1099,"2020","25"
2570_1100,"2020","25"
2570_1115,"2020","25"
2570_1116,"2020","25"
2570_1117,"2020","25"
2570_1118,"2020","25"
2570_1119,"2020","25"
2570_1130,"2020","25"
2570_1131,"2020","25"
2570_1137,"2020","25"
2570_1138,"2020","25"
2571_1081,"2020","25"
2571_1082,"2020","25"
2571_1083,"2020","25"
2571_1084,"2020","25"
2571_1085,"2020","25"
2571_1086,"2020","25"
2571_1087,"2020","25"
2571_1088,"2020","25"
2571_1089,"2020","25"
2571_1090,"2020","25"
2571_1091,"2020","25"
2571_1092,"2020","25"
2571_1093,"2020","25"
2571_1094,"2020","25"
2571_1095,"2020","25"
2571_1096,"2020","25"
2571_1097,"2020","25"
2571_1098,"2020","25"
2571_1111,"2020","25"
2571_1112,"2020","25"
2571_1113,"2020","25"
2571_1114,"2020","25"
2571_1115,"2020","25"
2571_1116,"2020","25"
2571_1117,"2020","25"
2571_1118,"2020","25"
2571_1119,"2020","25"
2571_1120,"2020","25"
2571_1130,"2020","25"
2571_1131,"2020","25"
2571_1137,"2020","25"
2571_1138,"2020","25"
2572_1080,"2020","25"
2572_1081,"2020","25"
2572_1082,"2020","25"
2572_1083,"2020","25"
2572_1084,"2020","25"
2572_1085,"2020","25"
2572_1086,"2020","25"
2572_1087,"2020","25"
2572_1088,"2020","25"
2572_1089,"2020","25"
2572_1090,"2020","25"
2572_1091,"2020","25"
2572_1092,"2020","25"
2572_1093,"2020","25"
2572_1094,"2020","25"
2572_1095,"2020","25"
2572_1096,"2020","25"
2572_1097,"2020","25"
2572_1098,"2020","25"
2572_1110,"2020","25"
2572_1111,"2020","25"
2572_1112,"2020","25"
2572_1113,"2020","25"
2572_1114,"2020","25"
2572_1115,"2020","25"
2572_1116,"2020","25"
2572_1117,"2020","25"
2572_1118,"2020","25"
2572_1119,"2020","25"
2572_1120,"2020","25"
2572_1138,"2020","25"
2572_1139,"2020","25"
2573_1078,"2020","25"
2573_1079,"2020","25"
2573_1080,"2020","25"
2573_1081,"2020","25"
2573_1082,"2020","25"
2573_1083,"2020","25"
2573_1084,"2020","25"
2573_1085,"2020","25"
2573_1088,"2020","25"
2573_1089,"2020","25"
2573_1090,"2020","25"
2573_1091,"2020","25"
2573_1092,"2020","25"
2573_1093,"2020","25"
2573_1094,"2020","25"
2573_1095,"2020","25"
2573_1096,"2020","25"
2573_1097,"2020","25"
2573_1099,"2020","25"
2573_1100,"2020","25"
2573_1101,"2020","25"
2573_1111,"2020","25"
2573_1112,"2020","25"
2573_1113,"2020","25"
2573_1114,"2020","25"
2573_1115,"2020","25"
2573_1116,"2020","25"
2573_1117,"2020","25"
2573_1118,"2020","25"
2573_1120,"2020","25"
2573_1130,"2020","25"
2574_1078,"2020","25"
2574_1079,"2020","25"
2574_1080,"2020","25"
2574_1081,"2020","25"
2574_1082,"2020","25"
2574_1083,"2020","25"
2574_1084,"2020","25"
2574_1085,"2020","25"
2574_1086,"2020","25"
2574_1087,"2020","25"
2574_1093,"2020","25"
2574_1094,"2020","25"
2574_1096,"2020","25"
2574_1097,"2020","25"
2574_1098,"2020","25"
2574_1099,"2020","25"
2574_1100,"2020","25"
2574_1101,"2020","25"
2574_1112,"2020","25"
2574_1113,"2020","25"
2574_1114,"2020","25"
2574_1115,"2020","25"
2574_1116,"2020","25"
2574_1117,"2020","25"
2574_1118,"2020","25"
2574_1119,"2020","25"
2574_1120,"2020","25"
2574_1121,"2020","25"
2574_1135,"2020","25"
2574_1136,"2020","25"
2575_1078,"2020","25"
2575_1079,"2020","25"
2575_1080,"2020","25"
2575_1081,"2020","25"
2575_1082,"2020","25"
2575_1083,"2020","25"
2575_1084,"2020","25"
2575_1085,"2020","25"
2575_1086,"2020","25"
2575_1087,"2020","25"
2575_1088,"2020","25"
2575_1089,"2020","25"
2575_1098,"2020","25"
2575_1099,"2020","25"
2575_1100,"2020","25"
2575_1101,"2020","25"
2575_1112,"2020","10"
2575_1113,"2020","25"
2575_1114,"2020","25"
2575_1115,"2020","25"
2575_1116,"2020","25"
2575_1117,"2020","25"
2575_1118,"2020","25"
2575_1119,"2020","25"
2575_1120,"2020","25"
2575_1121,"2020","25"
2575_1123,"2020","25"
2575_1124,"2020","25"
2575_1126,"2020","25"
2575_1127,"2020","25"
2575_1135,"2020","25"
2575_1136,"2020","25"
2575_1137,"2020","25"
2576_1079,"2020","25"
2576_1080,"2020","25"
2576_1081,"2020","25"
2576_1082,"2020","25"
2576_1083,"2020","25"
2576_1084,"2020","25"
2576_1085,"2020","25"
2576_1086,"2020","25"
2576_1087,"2020","25"
2576_1088,"2020","25"
2576_1089,"2020","25"
2576_1090,"2020","25"
2576_1091,"2020","25"
2576_1113,"2020","25"
2576_1114,"2020","25"
2576_1115,"2020","25"
2576_1116,"2020","25"
2576_1117,"2020","25"
2576_1118,"2020","25"
2576_1119,"2020","25"
2576_1120,"2020","25"
2576_1121,"2020","25"
2576_1122,"2020","25"
2576_1123,"2020","25"
2576_1124,"2020","25"
2576_1125,"2020","25"
2576_1126,"2020","25"
2576_1127,"2020","25"
2576_1128,"2020","25"
2576_1135,"2020","25"
2576_1136,"2020","25"
2576_1137,"2020","25"
2577_1080,"2020","25"
2577_1081,"2020","25"
2577_1082,"2020","25"
2577_1083,"2020","25"
2577_1084,"2020","25"
2577_1085,"2020","25"
2577_1086,"2020","25"
2577_1087,"2020","25"
2577_1088,"2020","25"
2577_1089,"2020","25"
2577_1090,"2020","25"
2577_1091,"2020","25"
2577_1092,"2020","25"
2577_1093,"2020","25"
2577_1094,"2020","25"
2577_1113,"2020","10"
2577_1114,"2020","25"
2577_1115,"2020","25"
2577_1116,"2020","25"
2577_1118,"2020","25"
2577_1119,"2020","25"
2577_1120,"2020","25"
2577_1121,"2020","25"
2577_1122,"2020","25"
2577_1123,"2020","25"
2577_1124,"2020","25"
2577_1125,"2020","25"
2577_1126,"2020","25"
2577_1127,"2020","25"
2577_1128,"2020","25"
2577_1135,"2020","25"
2577_1136,"2020","25"
2577_1137,"2020","25"
2577_1138,"2020","25"
2577_1143,"2020","25"
2578_1079,"2020","25"
2578_1080,"2020","25"
2578_1081,"2020","25"
2578_1082,"2020","25"
2578_1083,"2020","25"
2578_1084,"2020","25"
2578_1085,"2020","25"
2578_1086,"2020","25"
2578_1087,"2020","25"
2578_1088,"2020","25"
2578_1089,"2020","25"
2578_1090,"2020","25"
2578_1091,"2020","25"
2578_1118,"2020","25"
2578_1119,"2020","25"
2578_1120,"2020","25"
2578_1121,"2020","25"
2578_1122,"2020","25"
2578_1123,"2020","25"
2578_1124,"2020","25"
2578_1125,"2020","25"
2578_1126,"2020","25"
2578_1127,"2020","25"
2578_1128,"2020","25"
2578_1129,"2020","25"
2578_1135,"2020","25"
2578_1136,"2020","25"
2578_1137,"2020","25"
2578_1142,"2020","25"
2578_1143,"2020","25"
2579_1078,"2020","25"
2579_1079,"2020","25"
2579_1080,"2020","25"
2579_1081,"2020","25"
2579_1082,"2020","25"
2579_1083,"2020","25"
2579_1084,"2020","25"
2579_1085,"2020","25"
2579_1086,"2020","25"
2579_1087,"2020","25"
2579_1088,"2020","25"
2579_1089,"2020","25"
2579_1090,"2020","25"
2579_1091,"2020","25"
2579_1097,"2020","25"
2579_1098,"2020","25"
2579_1099,"2020","25"
2579_1100,"2020","25"
2579_1119,"2020","25"
2579_1120,"2020","25"
2579_1121,"2020","25"
2579_1122,"2020","25"
2579_1123,"2020","25"
2579_1124,"2020","25"
2579_1125,"2020","25"
2579_1126,"2020","25"
2579_1127,"2020","25"
2579_1128,"2020","25"
2579_1129,"2020","25"
2579_1135,"2020","25"
2579_1136,"2020","25"
2579_1137,"2020","25"
2579_1138,"2020","25"
2579_1139,"2020","25"
2579_1142,"2020","25"
2579_1143,"2020","25"
2580_1078,"2020","25"
2580_1079,"2020","25"
2580_1080,"2020","25"
2580_1081,"2020","25"
2580_1082,"2020","25"
2580_1083,"2020","25"
2580_1084,"2020","25"
2580_1085,"2020","25"
2580_1086,"2020","25"
2580_1087,"2020","25"
2580_1088,"2020","25"
2580_1089,"2020","25"
2580_1090,"2020","25"
2580_1091,"2020","25"
2580_1095,"2020","25"
2580_1096,"2020","25"
2580_1097,"2020","25"
2580_1098,"2020","25"
2580_1099,"2020","25"
2580_1100,"2020","25"
2580_1101,"2020","25"
2580_1106,"2020","25"
2580_1107,"2020","25"
2580_1119,"2020","25"
2580_1120,"2020","25"
2580_1121,"2020","25"
2580_1122,"2020","25"
2580_1123,"2020","25"
2580_1124,"2020","25"
2580_1125,"2020","25"
2580_1126,"2020","25"
2580_1127,"2020","25"
2580_1128,"2020","25"
2580_1129,"2020","25"
2580_1130,"2020","25"
2580_1131,"2020","25"
2580_1135,"2020","25"
2580_1136,"2020","25"
2580_1142,"2020","25"
2580_1143,"2020","25"
2580_1144,"2020","25"
2580_1145,"2020","25"
2581_1078,"2020","25"
2581_1079,"2020","25"
2581_1080,"2020","25"
2581_1081,"2020","25"
2581_1082,"2020","25"
2581_1083,"2020","25"
2581_1084,"2020","25"
2581_1085,"2020","25"
2581_1086,"2020","25"
2581_1087,"2020","25"
2581_1088,"2020","25"
2581_1093,"2020","25"
2581_1094,"2020","25"
2581_1095,"2020","25"
2581_1096,"2020","25"
2581_1097,"2020","25"
2581_1098,"2020","25"
2581_1099,"2020","25"
2581_1105,"2020","25"
2581_1106,"2020","25"
2581_1107,"2020","25"
2581_1108,"2020","25"
2581_1119,"2020","25"
2581_1120,"2020","25"
2581_1121,"2020","25"
2581_1122,"2020","25"
2581_1123,"2020","25"
2581_1124,"2020","25"
2581_1125,"2020","25"
2581_1126,"2020","25"
2581_1127,"2020","25"
2581_1128,"2020","25"
2581_1129,"2020","25"
2581_1130,"2020","25"
2581_1131,"2020","25"
2581_1132,"2020","25"
2581_1134,"2020","25"
2581_1135,"2020","25"
2581_1136,"2021","25"
2581_1137,"2021","25"
2581_1138,"2020","25"
2581_1140,"2020","25"
2581_1141,"2021","25"
2581_1142,"2021","25"
2581_1143,"2020","25"
2581_1144,"2020","25"
2581_1145,"2020","25"
2582_1080,"2020","25"
2582_1081,"2020","25"
2582_1082,"2020","25"
2582_1083,"2020","25"
2582_1084,"2020","25"
2582_1085,"2020","25"
2582_1086,"2020","25"
2582_1087,"2020","25"
2582_1088,"2020","25"
2582_1089,"2020","25"
2582_1090,"2020","25"
2582_1091,"2020","25"
2582_1092,"2020","25"
2582_1093,"2020","25"
2582_1094,"2020","25"
2582_1095,"2020","25"
2582_1096,"2020","25"
2582_1097,"2020","25"
2582_1098,"2020","25"
2582_1099,"2020","25"
2582_1106,"2020","25"
2582_1107,"2020","25"
2582_1108,"2020","25"
2582_1109,"2020","25"
2582_1119,"2020","25"
2582_1120,"2020","25"
2582_1121,"2020","25"
2582_1122,"2020","25"
2582_1123,"2020","25"
2582_1124,"2020","25"
2582_1127,"2020","25"
2582_1128,"2020","25"
2582_1129,"2020","25"
2582_1130,"2020","25"
2582_1131,"2020","25"
2582_1132,"2020","25"
2582_1134,"2021","25"
2582_1135,"2021","25"
2582_1138,"2021","25"
2582_1139,"2021","25"
2582_1140,"2021","25"
2582_1141,"2021","25"
2582_1142,"2021","25"
2582_1143,"2020","25"
2582_1144,"2020","25"
2582_1145,"2020","25"
2582_1146,"2020","25"
2583_1081,"2020","25"
2583_1082,"2020","25"
2583_1083,"2020","25"
2583_1084,"2020","25"
2583_1085,"2020","25"
2583_1086,"2020","25"
2583_1087,"2020","25"
2583_1088,"2020","25"
2583_1089,"2020","25"
2583_1090,"2020","25"
2583_1091,"2020","25"
2583_1092,"2020","25"
2583_1093,"2020","25"
2583_1094,"2020","25"
2583_1095,"2020","25"
2583_1096,"2020","25"
2583_1097,"2020","25"
2583_1098,"2020","25"
2583_1106,"2020","25"
2583_1107,"2020","25"
2583_1108,"2020","25"
2583_1109,"2020","25"
2583_1119,"2020","25"
2583_1120,"2020","25"
2583_1121,"2020","25"
2583_1122,"2020","25"
2583_1123,"2020","25"
2583_1124,"2020","25"
2583_1127,"2020","25"
2583_1128,"2020","25"
2583_1129,"2020","25"
2583_1130,"2020","25"
2583_1131,"2021","25"
2583_1132,"2021","25"
2583_1133,"2021","25"
2583_1135,"2021","25"
2583_1140,"2021","25"
2583_1141,"2021","25"
2584_1082,"2020","25"
2584_1083,"2020","25"
2584_1084,"2020","25"
2584_1085,"2020","25"
2584_1086,"2020","25"
2584_1087,"2020","25"
2584_1088,"2020","25"
2584_1089,"2020","25"
2584_1090,"2020","25"
2584_1091,"2020","25"
2584_1092,"2020","25"
2584_1093,"2020","25"
2584_1094,"2020","25"
2584_1095,"2020","25"
2584_1096,"2020","25"
2584_1097,"2020","25"
2584_1098,"2020","25"
2584_1106,"2020","25"
2584_1107,"2020","25"
2584_1108,"2020","25"
2584_1127,"2020","25"
2584_1128,"2020","25"
2584_1129,"2020","25"
2584_1130,"2020","25"
2584_1131,"2021","25"
2584_1132,"2021","25"
2584_1133,"2021","25"
2584_1137,"2021","25"
2584_1138,"2021","25"
2584_1140,"2021","25"
2584_1141,"2021","25"
2585_1081,"2020","25"
2585_1082,"2020","25"
2585_1083,"2020","25"
2585_1084,"2020","25"
2585_1085,"2020","25"
2585_1086,"2020","25"
2585_1087,"2020","25"
2585_1088,"2020","25"
2585_1089,"2020","25"
2585_1090,"2020","25"
2585_1091,"2020","25"
2585_1092,"2020","25"
2585_1093,"2020","25"
2585_1094,"2020","25"
2585_1095,"2020","25"
2585_1096,"2020","25"
2585_1097,"2020","25"
2585_1098,"2020","25"
2585_1102,"2020","25"
2585_1103,"2020","25"
2585_1104,"2020","25"
2585_1105,"2020","25"
2585_1106,"2020","25"
2585_1107,"2020","25"
2585_1108,"2020","25"
2585_1124,"2020","25"
2585_1125,"2020","25"
2585_1126,"2020","25"
2585_1127,"2020","25"
2585_1128,"2020","25"
2585_1129,"2020","25"
2585_1130,"2020","25"
2585_1131,"2021","25"
2585_1132,"2021","25"
2585_1133,"2021","25"
2585_1134,"2021","25"
2585_1141,"2021","25"
2586_1081,"2020","25"
2586_1082,"2020","25"
2586_1083,"2020","25"
2586_1084,"2020","25"
2586_1085,"2020","25"
2586_1086,"2020","25"
2586_1087,"2020","25"
2586_1088,"2020","25"
2586_1089,"2020","25"
2586_1090,"2020","25"
2586_1091,"2020","25"
2586_1092,"2020","25"
2586_1093,"2020","25"
2586_1094,"2020","25"
2586_1095,"2020","25"
2586_1096,"2020","25"
2586_1097,"2020","25"
2586_1098,"2020","25"
2586_1101,"2020","25"
2586_1102,"2020","25"
2586_1103,"2020","25"
2586_1104,"2020","25"
2586_1105,"2020","25"
2586_1106,"2020","25"
2586_1107,"2020","25"
2586_1108,"2020","25"
2586_1109,"2020","25"
2586_1122,"2020","25"
2586_1123,"2020","25"
2586_1124,"2020","25"
2586_1125,"2020","25"
2586_1126,"2020","25"
2586_1127,"2020","25"
2586_1128,"2020","25"
2586_1129,"2020","25"
2586_1130,"2020","25"
2586_1131,"2020","25"
2586_1132,"2021","25"
2586_1133,"2021","25"
2586_1134,"2021","25"
2586_1135,"2021","25"
2587_1083,"2020","25"
2587_1084,"2020","25"
2587_1085,"2020","25"
2587_1086,"2020","25"
2587_1087,"2020","25"
2587_1088,"2020","25"
2587_1089,"2020","25"
2587_1090,"2020","25"
2587_1091,"2020","25"
2587_1092,"2020","25"
2587_1093,"2020","25"
2587_1094,"2020","25"
2587_1095,"2020","25"
2587_1096,"2020","25"
2587_1097,"2020","25"
2587_1098,"2020","25"
2587_1100,"2020","25"
2587_1101,"2020","25"
2587_1102,"2020","25"
2587_1103,"2020","25"
2587_1104,"2020","25"
2587_1105,"2020","25"
2587_1106,"2020","25"
2587_1107,"2020","25"
2587_1108,"2020","25"
2587_1109,"2020","25"
2587_1110,"2020","25"
2587_1111,"2020","25"
2587_1112,"2020","25"
2587_1123,"2020","25"
2587_1124,"2020","25"
2587_1125,"2020","25"
2587_1126,"2020","25"
2587_1127,"2020","25"
2587_1128,"2020","25"
2587_1129,"2020","25"
2587_1130,"2020","25"
2587_1131,"2020","25"
2587_1132,"2020","25"
2587_1133,"2020","25"
2587_1134,"2021","25"
2587_1135,"2021","25"
2588_1084,"2020","25"
2588_1085,"2020","25"
2588_1086,"2020","25"
2588_1087,"2020","25"
2588_1088,"2020","25"
2588_1089,"2020","25"
2588_1090,"2020","25"
2588_1091,"2020","25"
2588_1092,"2020","25"
2588_1093,"2020","25"
2588_1094,"2020","25"
2588_1095,"2020","25"
2588_1096,"2020","25"
2588_1097,"2020","25"
2588_1099,"2020","25"
2588_1100,"2020","25"
2588_1101,"2020","25"
2588_1102,"2020","25"
2588_1103,"2020","25"
2588_1104,"2020","25"
2588_1105,"2020","25"
2588_1106,"2020","25"
2588_1107,"2020","25"
2588_1108,"2020","25"
2588_1109,"2020","25"
2588_1110,"2020","25"
2588_1111,"2020","25"
2588_1112,"2020","25"
2588_1124,"2020","25"
2588_1125,"2020","25"
2588_1126,"2020","25"
2588_1127,"2020","25"
2588_1128,"2020","25"
2588_1129,"2020","25"
2588_1130,"2020","25"
2588_1131,"2020","25"
2588_1132,"2020","25"
2588_1133,"2020","25"
2588_1134,"2020","25"
2589_1085,"2020","25"
2589_1086,"2020","25"
2589_1087,"2020","25"
2589_1088,"2020","25"
2589_1089,"2020","25"
2589_1090,"2020","25"
2589_1091,"2020","25"
2589_1092,"2020","25"
2589_1093,"2020","25"
2589_1094,"2020","25"
2589_1095,"2020","25"
2589_1096,"2020","25"
2589_1097,"2020","25"
2589_1098,"2020","25"
2589_1099,"2020","25"
2589_1100,"2020","25"
2589_1101,"2020","25"
2589_1102,"2020","25"
2589_1103,"2020","25"
2589_1104,"2020","25"
2589_1105,"2020","25"
2589_1106,"2020","25"
2589_1107,"2020","25"
2589_1108,"2020","25"
2589_1109,"2020","25"
2589_1110,"2020","25"
2589_1111,"2020","25"
2589_1112,"2020","25"
2589_1126,"2020","25"
2589_1127,"2020","25"
2589_1128,"2020","25"
2589_1129,"2020","25"
2589_1130,"2020","25"
2589_1131,"2020","25"
2589_1132,"2020","25"
2589_1133,"2020","25"
2589_1134,"2021","25"
2589_1135,"2021","25"
2589_1136,"2021","25"
2589_1137,"2021","25"
2590_1084,"2020","25"
2590_1085,"2020","25"
2590_1086,"2020","25"
2590_1087,"2020","25"
2590_1088,"2020","25"
2590_1089,"2020","25"
2590_1090,"2020","25"
2590_1091,"2020","25"
2590_1092,"2020","25"
2590_1093,"2020","25"
2590_1094,"2020","25"
2590_1095,"2020","25"
2590_1096,"2020","25"
2590_1097,"2020","25"
2590_1098,"2020","25"
2590_1099,"2020","25"
2590_1100,"2020","25"
2590_1101,"2020","25"
2590_1102,"2020","25"
2590_1103,"2020","25"
2590_1104,"2020","25"
2590_1105,"2020","25"
2590_1106,"2020","25"
2590_1107,"2020","25"
2590_1108,"2020","25"
2590_1109,"2020","25"
2590_1110,"2020","25"
2590_1128,"2020","25"
2590_1129,"2020","25"
2590_1130,"2020","25"
2590_1131,"2020","25"
2590_1132,"2020","25"
2590_1133,"2021","25"
2590_1134,"2021","25"
2590_1135,"2021","25"
2590_1136,"2021","25"
2590_1137,"2021","25"
2591_1084,"2020","25"
2591_1085,"2020","25"
2591_1086,"2020","25"
2591_1087,"2020","25"
2591_1088,"2020","25"
2591_1089,"2020","25"
2591_1090,"2020","25"
2591_1091,"2020","25"
2591_1092,"2020","25"
2591_1093,"2020","25"
2591_1094,"2020","25"
2591_1095,"2020","25"
2591_1096,"2020","25"
2591_1097,"2020","25"
2591_1098,"2020","25"
2591_1099,"2020","25"
2591_1100,"2020","25"
2591_1101,"2020","25"
2591_1102,"2020","25"
2591_1103,"2020","25"
2591_1104,"2020","25"
2591_1105,"2020","25"
2591_1106,"2020","25"
2591_1107,"2020","25"
2591_1108,"2020","25"
2591_1109,"2020","25"
2591_1110,"2020","25"
2591_1111,"2020","25"
2591_1112,"2020","25"
2591_1128,"2020","25"
2591_1129,"2020","25"
2591_1130,"2020","25"
2591_1131,"2020","25"
2591_1132,"2020","25"
2591_1133,"2021","25"
2591_1134,"2021","25"
2591_1135,"2021","25"
2591_1136,"2021","25"
2591_1137,"2021","25"
2591_1143,"2021","25"
2591_1144,"2021","25"
2592_1084,"2020","25"
2592_1085,"2020","25"
2592_1086,"2020","25"
2592_1087,"2020","25"
2592_1088,"2020","25"
2592_1089,"2020","25"
2592_1090,"2020","25"
2592_1091,"2020","25"
2592_1092,"2020","25"
2592_1093,"2020","25"
2592_1094,"2020","25"
2592_1095,"2020","25"
2592_1096,"2020","25"
2592_1097,"2020","25"
2592_1098,"2020","25"
2592_1099,"2020","25"
2592_1100,"2020","25"
2592_1101,"2020","25"
2592_1102,"2020","25"
2592_1103,"2020","25"
2592_1104,"2020","25"
2592_1105,"2020","25"
2592_1106,"2020","25"
2592_1107,"2020","25"
2592_1108,"2020","25"
